p1,p2,Winner
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Bandit', 'Elite Barbarians', 'Executioner', 'Goblin Drill', 'Princess', 'Royal Ghost', 'Royal Recruits', 'Wall Breakers']",p2
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Electro Spirit', 'Fireball', 'Fisherman', 'Hunter', 'Royal Ghost', 'Royal Giant', 'Skeletons', 'The Log']",p1
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Archer Queen', 'Barbarian Barrel', 'Dark Prince', 'Electro Giant', 'Goblin Cage', 'Lightning', 'Skeletons', 'Tornado']",p2
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Fireball', 'Goblin Barrel', 'Inferno Dragon', 'Mega Knight', 'Musketeer', 'Princess', 'Skeleton Army', 'The Log']",p1
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Arrows', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Lava Hound', 'Miner', 'Skeleton Dragons', 'Zap']",p1
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Graveyard', 'Inferno Dragon', 'Skeleton Army', 'Witch']",p1
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Bats', 'Miner', 'Poison', 'Spear Goblins', 'Tesla', 'The Log', 'Valkyrie', 'Wall Breakers']",p1
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Arrows', 'Furnace', 'Giant', 'Giant Skeleton', 'Minion Horde', 'Minions', 'Skeleton Army', 'Sparky']",p1
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Bowler', 'Dart Goblin', 'Electro Wizard', 'Magic Archer', 'P.E.K.K.A', 'Royal Hogs', 'Tornado', 'Zap']",p1
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Arrows', 'Baby Dragon', 'Bats', 'Clone', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']",p1
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Archers', 'Fire Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p1
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Baby Dragon', 'Barbarian Barrel', 'Fireball', 'Flying Machine', 'Goblin Cage', 'Lava Hound', 'Miner', 'Night Witch']",p1
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Arrows', 'Dark Prince', 'Electro Wizard', 'Furnace', 'Giant', 'Lightning', 'Mega Minion', 'Prince']",p2
"['Bandit', 'Barbarian Barrel', 'Battle Ram', 'Cannon Cart', 'Electro Wizard', 'Giant Snowball', 'Magic Archer', 'Royal Ghost']","['Firecracker', 'Hog Rider', 'Inferno Tower', 'Miner', 'Minion Horde', 'Minions', 'Valkyrie', 'Zap']",p1
"['Bandit', 'Barbarian Barrel', 'Dark Prince', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Three Musketeers']","['Dark Prince', 'Electro Wizard', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']",p2
"['Bandit', 'Barbarian Barrel', 'Dark Prince', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Three Musketeers']","['Fireball', 'Giant', 'Hog Rider', 'Minion Horde', 'Musketeer', 'Skeleton Army', 'Valkyrie', 'Witch']",p2
"['Bandit', 'Barbarian Barrel', 'Dark Prince', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Three Musketeers']","['Bomber', 'Electro Spirit', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p2
"['Dark Prince', 'Electro Wizard', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']","['Archer Queen', 'Fireball', 'Fisherman', 'Mega Minion', 'Royal Ghost', 'Royal Giant', 'Skeletons', 'The Log']",p1
"['Dark Prince', 'Electro Wizard', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']","['Bandit', 'Battle Ram', 'Electro Wizard', 'Magic Archer', 'P.E.K.K.A', 'Poison', 'Royal Ghost', 'Zap']",p1
"['Dark Prince', 'Electro Wizard', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']","['Bandit', 'Bats', 'Mega Knight', 'Miner', 'Mirror', 'Prince', 'Skeleton Army', 'Zap']",p1
"['Dark Prince', 'Electro Wizard', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']","['Arrows', 'Bomber', 'Elite Barbarians', 'Golem', 'Lumberjack', 'Mega Minion', 'Night Witch', 'Zap']",p2
"['Dark Prince', 'Electro Wizard', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']","['Archer Queen', 'Fireball', 'Giant Snowball', 'Goblin Cage', 'Mega Knight', 'Mother Witch', 'Royal Giant', 'Skeleton Army']",p2
"['Dark Prince', 'Electro Wizard', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']","['Dark Prince', 'Electro Spirit', 'Fire Spirit', 'Goblin Barrel', 'Inferno Tower', 'Princess', 'Rocket', 'Valkyrie']",p2
"['Dark Prince', 'Electro Wizard', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']","['Balloon', 'Barbarian Barrel', 'Bowler', 'Electro Dragon', 'Freeze', 'Inferno Dragon', 'Lumberjack', 'Tornado']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Baby Dragon', 'Barbarian Barrel', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'Tornado', 'Valkyrie']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Baby Dragon', 'Barbarian Barrel', 'Electro Wizard', 'Fireball', 'Goblin Hut', 'Graveyard', 'Royal Delivery', 'Valkyrie']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Barbarian Barrel', 'Dark Prince', 'Electro Spirit', 'Fisherman', 'Hunter', 'Lightning', 'Mother Witch', 'Royal Giant']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Baby Dragon', 'Balloon', 'Barbarian Barrel', 'Freeze', 'Giant Skeleton', 'Guards', 'Inferno Dragon', 'Tornado']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Archer Queen', 'Golem', 'Mega Minion', 'Mini P.E.K.K.A', 'Night Witch', 'Skeleton Army', 'Tornado', 'Zap']",p2
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Dark Prince', 'Electro Spirit', 'Fire Spirit', 'Goblin Barrel', 'Inferno Tower', 'Princess', 'Rocket', 'Valkyrie']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Balloon', 'Barbarian Barrel', 'Bomb Tower', 'Giant Snowball', 'Knight', 'Mega Minion', 'Miner', 'Skeletons']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Dark Prince', 'Electro Dragon', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Arrows', 'Balloon', 'Fireball', 'Guards', 'Inferno Dragon', 'Lava Hound', 'Miner', 'Skeleton Dragons']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Dark Prince', 'Goblin Barrel', 'Goblin Gang', 'Golden Knight', 'Princess', 'Rascals', 'Rocket', 'The Log']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'Magic Archer', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Balloon', 'Barbarian Barrel', 'Bowler', 'Electro Dragon', 'Freeze', 'Inferno Dragon', 'Lumberjack', 'Tornado']",p1
"['Arrows', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Mother Witch', 'Prince', 'Royal Giant', 'Tesla']","['Archer Queen', 'Cannon Cart', 'Fireball', 'Goblin Cage', 'Mother Witch', 'Royal Hogs', 'Skeletons', 'The Log']",p2
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Bats', 'Fireball', 'Miner', 'Spear Goblins', 'Tesla', 'The Log', 'Valkyrie', 'Wall Breakers']",p1
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mega Minion', 'Royal Giant', 'Skeletons', 'The Log']",p2
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Electro Spirit', 'Fisherman', 'Hunter', 'Lightning', 'Royal Ghost', 'Royal Giant', 'Skeletons', 'The Log']",p2
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Golden Knight', 'Heal Spirit', 'Hunter', 'Ice Golem', 'Royal Hogs', 'Skeletons', 'The Log', 'Three Musketeers']",p2
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Bandit', 'Barbarian Barrel', 'Cannon Cart', 'Electro Wizard', 'Fireball', 'Golden Knight', 'Magic Archer', 'Royal Ghost']",p1
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Balloon', 'Barbarians', 'Fireball', 'Lava Hound', 'Mega Minion', 'Skeleton Dragons', 'Tombstone', 'Zap']",p1
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p1
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Executioner', 'Goblins', 'Hog Rider', 'Ice Spirit', 'Rocket', 'The Log', 'Tornado', 'Valkyrie']",p2
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Arrows', 'Bats', 'Giant', 'Mini P.E.K.K.A', 'Minion Horde', 'Skeleton Army', 'Sparky', 'Zap']",p1
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Firecracker', 'Goblin Barrel', 'Goblin Gang', 'Skeleton Army', 'Skeleton Barrel', 'Tesla', 'Valkyrie', 'Wall Breakers']",p1
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Archers', 'Electro Spirit', 'Knight', 'Rage', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p1
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Bandit', 'Bats', 'Dark Prince', 'Fireball', 'Goblin Drill', 'Inferno Dragon', 'Mega Knight', 'Zap']",p2
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Arrows', 'Balloon', 'Firecracker', 'Inferno Dragon', 'Mega Knight', 'Prince', 'Skeleton Army', 'Zap']",p1
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Goblin Cage', 'Mega Minion', 'Royal Giant', 'The Log']",p2
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Bats', 'Electro Spirit', 'Hog Rider', 'Ice Golem', 'Mini P.E.K.K.A', 'Princess', 'Rocket', 'The Log']",p2
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Balloon', 'Barbarian Barrel', 'Bowler', 'Electro Dragon', 'Freeze', 'Inferno Dragon', 'Lumberjack', 'Tornado']",p2
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Balloon', 'Fireball', 'Guards', 'Lava Hound', 'Mega Minion', 'Skeleton Dragons', 'Tombstone', 'Zap']",p1
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Barbarians', 'Electro Wizard', 'Fireball', 'Firecracker', 'Prince', 'Princess', 'Royal Giant', 'The Log']",p2
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Ice Wizard', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']",p2
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Executioner', 'Guards', 'Hog Rider', 'Ice Spirit', 'Rocket', 'The Log', 'Tornado', 'Valkyrie']",p1
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Fireball', 'Giant Skeleton', 'Hog Rider', 'Knight', 'Skeleton Army', 'The Log', 'Tornado', 'Wizard']",p2
"['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Cannon Cart', 'Dark Prince', 'Giant Snowball', 'Goblin Barrel', 'Princess', 'Rascals', 'Rocket', 'Spear Goblins']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Balloon', 'Fireball', 'Guards', 'Lava Hound', 'Mega Minion', 'Skeleton Dragons', 'Tombstone', 'Zap']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Bandit', 'Barbarian Barrel', 'Cannon Cart', 'Electro Wizard', 'Fireball', 'Golden Knight', 'Magic Archer', 'Royal Ghost']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Electro Wizard', 'Giant Snowball', 'Lightning', 'P.E.K.K.A', 'Ram Rider']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']",p2
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Arrows', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Lava Hound', 'Miner', 'Skeleton Dragons', 'Zap']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'Magic Archer', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p2
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Dark Prince', 'Electro Dragon', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']",p2
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Barbarian Barrel', 'Cannon Cart', 'Elite Barbarians', 'Fireball', 'Flying Machine', 'Furnace', 'Goblin Hut', 'Mother Witch']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Fireball', 'Giant', 'Hog Rider', 'Minion Horde', 'Musketeer', 'Skeleton Army', 'Valkyrie', 'Witch']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Electro Wizard', 'Giant Snowball', 'Lightning', 'P.E.K.K.A', 'Ram Rider']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Cannon', 'Fireball', 'Hog Rider', 'Ice Golem', 'Ice Spirit', 'Musketeer', 'Skeletons', 'The Log']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Bats', 'Bowler', 'Dart Goblin', 'Electro Wizard', 'Elite Barbarians', 'Prince', 'Skeleton Army', 'Zap']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Arrows', 'Furnace', 'Goblin Barrel', 'Minion Horde', 'Mirror', 'Prince', 'Skeleton Army', 'The Log']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Fire Spirit', 'Firecracker', 'Hog Rider', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']",p1
"['Archers', 'Fireball', 'Ice Spirit', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']","['Dark Prince', 'Electro Wizard', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']",p2
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Bats', 'Bomber', 'Freeze', 'Hog Rider', 'Inferno Dragon', 'Mega Knight', 'Prince', 'Zap']",p1
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'Magic Archer', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p1
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Arrows', 'Barbarian Barrel', 'Fireball', 'Flying Machine', 'Goblin Cage', 'Royal Hogs', 'Royal Recruits', 'Zappies']",p1
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Archer Queen', 'Balloon', 'Barbarian Barrel', 'Bowler', 'Electro Dragon', 'Freeze', 'Lumberjack', 'Tornado']",p1
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Baby Dragon', 'Bomber', 'Dark Prince', 'Freeze', 'Goblin Cage', 'Graveyard', 'Mega Minion', 'Tornado']",p2
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Electro Spirit', 'Ice Wizard', 'Rocket', 'Tesla', 'The Log', 'Tornado', 'Valkyrie', 'X-Bow']",p1
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Balloon', 'Bats', 'Elite Barbarians', 'Freeze', 'Lumberjack', 'Skeleton Army', 'Wizard', 'Zap']",p2
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Balloon', 'Barbarian Barrel', 'Bomb Tower', 'Giant Snowball', 'Ice Golem', 'Miner', 'Musketeer', 'Skeletons']",p1
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Dark Prince', 'Fisherman', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Mother Witch', 'Royal Giant', 'The Log']",p1
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Archer Queen', 'Arrows', 'Balloon', 'Lava Hound', 'Lightning', 'Mega Minion', 'Minions', 'Tombstone']",p1
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Arrows', 'Barbarian Barrel', 'Fireball', 'Flying Machine', 'Goblin Cage', 'Royal Hogs', 'Royal Recruits', 'Zappies']",p2
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Archer Queen', 'Arrows', 'Barbarian Barrel', 'Elite Barbarians', 'Fisherman', 'Golem', 'Lightning', 'Night Witch']",p2
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Archers', 'Electro Wizard', 'Fire Spirit', 'Fireball', 'Goblin Hut', 'Royal Giant', 'The Log', 'Valkyrie']",p1
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Barbarian Barrel', 'Furnace', 'Giant Snowball', 'Graveyard', 'Mega Minion', 'P.E.K.K.A', 'Poison', 'Zappies']",p1
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Archer Queen', 'Baby Dragon', 'Barbarian Barrel', 'Goblin Cage', 'Golem', 'Lightning', 'Mega Minion', 'Tornado']",p2
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Archer Queen', 'Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p1
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Arrows', 'Barbarians', 'Executioner', 'Fireball', 'Giant', 'Graveyard', 'Minions', 'Skeleton Army']",p1
"['Archer Queen', 'Arrows', 'Barbarians', 'Goblin Cage', 'Lightning', 'Mega Minion', 'Royal Giant', 'The Log']","['Battle Healer', 'Electro Dragon', 'Elite Barbarians', 'Elixir Golem', 'Fire Spirit', 'Inferno Dragon', 'Rage', 'Zap']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Arrows', 'Fireball', 'Goblin Cage', 'Graveyard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton King', 'Witch']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Bomb Tower', 'Dart Goblin', 'Goblin Barrel', 'Knight', 'Princess', 'Skeleton Barrel', 'Skeletons', 'The Log']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Bats', 'Fireball', 'Miner', 'Spear Goblins', 'Tesla', 'The Log', 'Valkyrie', 'Wall Breakers']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Balloon', 'Bats', 'Fireball', 'Hunter', 'Ice Golem', 'Lumberjack', 'Mega Knight', 'Zap']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Cannon Cart', 'Elite Barbarians', 'Elixir Collector', 'Heal Spirit', 'Mega Knight', 'Minion Horde', 'Rage', 'Wizard']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Archer Queen', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p1
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Arrows', 'Baby Dragon', 'Bats', 'Clone', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']",p2
"['Baby Dragon', 'Bats', 'Clone', 'Fireball', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']","['Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'Magic Archer', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p1
